40.0588744 -106.3889199	Kremmling,CO
31.3654462 -86.945527	Jay Villa,AL
36.1798166 -95.9086038	Dawson,OK
47.1698214 -122.4337336	Larchmont,WA
44.1508153 -88.7103885	Clarks Point,WI
34.6667578 -86.5361016	Huntsville Hills,AL
47.6401672 -117.5541048	Hazelwood,WA
40.5100136 -98.3539456	Muriel,NE
33.0320663 -87.2733322	Harmon,AL
40.7812062 -75.47685	Youngsville,PA
30.6676851 -91.027604	Milldale,LA
43.3843607 -111.7096811	Dehlin,ID
43.0500869 -70.9328351	Rockingham,NH
33.2011483 -113.8724307	Engesser Junction,AZ
43.0711684 -78.7705891	Wendelville,NY
38.8303905 -77.1963703	Annandale,VA
38.2840049 -75.2310234	Ironshire,MD
24.9242995 -80.6278404	Islamorada,FL
42.3292617 -71.4364505	Nobscot,MA
28.0283476 -97.8433322	Shady Acres Colonia,TX
46.5138246 -87.9634679	Champion,MI
41.0242281 -80.1886719	Harlansburg,PA
42.2816626 -91.3454323	Argand,IA
41.815611 -80.3761764	Shadeland,PA
38.9362162 -79.9186832	Aggregates,WV
38.1006879 -76.9224683	Peeds,VA
42.1915339 -121.8094484	Stewart Lenox,OR
34.5923882 -78.9261387	Allenton,NC
41.816767 -71.3995003	Foxes Hill,RI
42.1072222 -87.8375	Villas West,IL
40.6761752 -80.5411799	Grimms Bridge,OH
38.8350915 -80.9284396	Orton,WV
25.8145422 -80.2239376	Allapattah,FL
39.8150946 -77.3758204	Marshall,PA
32.7609661 -88.5619859	Carters,MS
46.3796711 -86.6204356	Wetmore,MI
40.4972287 -100.2290265	Orafino,NE
36.2903236 -97.1036506	Petes Corner,OK
40.002581 -78.59113	Manns Choice,PA
41.2541109 -111.965219	Paradise Acres,UT
31.5779525 -84.091573	Mayfair,GA
39.9467263 -83.8888201	Cedar Hills,OH
32.1351505 -89.4028437	Pineville,MS
41.6681473 -74.6251606	Thompsonville,NY
57.1394444 -153.2011111	McCord,AK
44.4178365 -71.8245352	Texas,VT
29.9554969 -94.9174252	Esperson,TX
46.3374295 -112.1183343	Portal,MT
36.6750783 -84.4863275	Hickory Grove,KY
43.51868 -76.357157	Shore Oaks,NY
35.479245 -89.042286	Mercer,TN
44.5769496 -85.3506136	Fife Lake,MI
45.370677 -122.5178673	Holcomb,OR
34.7062184 -82.792086	Isaqueena Village,SC
39.8626528 -123.4205738	Jim Leggett Place,CA
39.4262137 -77.0799812	Cumorah Estates,MD
29.8596718 -96.8474796	Cozy Corner,TX
46.0171809 -87.1312509	Campbell,MI
18.2618979 -66.9835113	Acevedo,PR
46.6577371 -95.6528211	Luce,MN
39.7606594 -76.3985726	Bellevue,PA
41.3296641 -111.9993874	Anderwood Estates,UT
41.1255545 -95.9277899	Fort Crook,NE
39.5236684 -84.4179993	West Middletown,OH
34.2388955 -117.2183751	Agua Fria,CA
32.7830556 -96.8066667	Dallas,TX
34.4017556 -85.3071772	Silver Hill,GA
37.4476005 -82.7251578	East McDowell,KY
41.8661417 -89.2212088	Ashton,IL
33.297339 -87.5630623	Lakewood,AL
38.675328 -90.1459422	Madison Station,IL
33.0915115 -91.0328832	Foote,MS
40.7677778 -73.9913889	Harbor View Terrace,NY
45.1199652 -93.2877277	Coon Rapids,MN
41.6964381 -83.5907686	Fitch,OH
41.0150561 -81.4731698	Krumroy,OH
42.2973094 -73.2245502	East Lee,MA
45.4000127 -83.9275013	Moltke,MI
32.0295957 -85.9446755	China Grove,AL
40.6352254 -111.8688235	Southwood Two,UT
42.4518699 -111.3868773	Wooleys,ID
39.2667418 -81.5615135	Parkersburg,WV
34.5584952 -79.4683821	Judson,SC
36.6384777 -78.1194398	Marengo,VA
34.7089688 -85.2743995	Oak Park,GA
38.9059169 -81.5451241	LeRoy,WV
39.8878898 -75.3826924	Sackville,PA
39.952335 -75.163789	Philadelphia,PA
35.5826121 -82.5526254	Lee Walker Hots,NC
31.7568268 -89.2742269	Soso,MS
42.3794657 -88.0628585	Rollins,IL
41.6463889 -88.2375	Tuttle Farm,IL
40.3381626 -74.721827	Rosedale,NJ
34.6078935 -82.3690109	McKelvey Crossroads,SC
39.4006587 -77.0010911	Wild Lake Estates,MD
32.5507063 -93.6754551	Ferguson,LA
36.8651484 -76.4357798	Belleville,VA
47.6573949 -117.2399296	Opportunity,WA
49.0001217 -122.2648752	Sumas,WA
37.0889495 -94.5488371	Chitwood,MO
41.5697594 -87.2103128	Garyton,IN
33.402053 -86.6966533	Meadowbrook,AL
39.0617758 -76.8852513	Muirkirk,MD
33.0881773 -85.3393917	Welch,AL
37.4122689 -92.2568291	Embree,MO
42.6345362 -71.2458921	North Tewksbury,MA
39.6117089 -89.1598052	Sandersville,IL
37.0172222 -76.4458333	Circle Mobile Home Park,VA
41.5497727 -84.9099617	Circle Park,IN
37.9882576 -120.4054722	Gibbs Ranch,CA
41.8172975 -76.0171456	Parks Crossroad,PA
39.4764269 -87.2927959	Gospel Grove,IN
33.1003975 -87.1261066	Primitive Ridge,AL
45.4359522 -122.6964842	Englewood,OR
37.3800477 -92.3668313	Manes,MO
36.5951379 -79.7047557	Aiken Summit,VA
37.295928 -83.2323971	Clemons,KY
41.1599439 -112.0646649	Barton,UT
38.2225578 -86.6974883	Kitterman Corners,IN
44.951635 -89.7267908	Mount View,WI
36.063747 -79.8672561	Terra Cotta,NC
43.5859001 -73.2984445	Low Hampton,NY
40.2183344 -96.8758615	Ellis,NE
37.8687275 -80.9162035	Red Spring,WV
36.6611823 -94.5321642	Coy,MO
42.1828356 -79.3469916	Ellery Center,NY
41.9166993 -87.6394981	Belgravia Terrace,IL
47.0432992 -110.2071501	Lehigh,MT
41.284542 -72.2775805	Miami Shores,CT
38.9554533 -122.6427625	Clearlake Highlands,CA
40.3339589 -79.2997573	Derry,PA
38.9280624 -94.5313431	Jeffreys,MO
41.9220462 -70.9169854	Warrentown,MA
43.1881277 -74.198744	Sweets Crossing,NY
37.6302778 -122.0608333	Continental Mobile Home Park,CA
28.0150197 -82.3745373	Harney,FL
39.1789958 -76.9574762	Highland,MD
41.6751067 -70.6086417	South Pocasset,MA
38.6728963 -76.1718885	The Bachelor Point Harbor,MD
48.0040698 -116.9068651	Coleman,ID
40.5180042 -111.9488249	Timp View Plat A,B,C,D,UT
37.5234797 -77.370536	Eastover Gardens,VA
38.4312278 -75.5704799	Oakdale Acres,MD
37.2701383 -75.984099	Cape Junction,VA
32.9792111 -115.4613751	Alamorio,CA
37.8127044 -120.0643518	Buck Meadows,CA
35.805612 -97.1594774	Shiloh,OK
43.3559179 -70.6539437	Highpine,ME
38.466681 -102.2921309	Sheridan Lake,CO
33.5606639 -97.476413	Freemound,TX
43.8923046 -69.5244912	Pemaquid Harbor,ME
34.053486 -81.0659259	Munster,SC
34.3950931 -93.3537963	Mount Moriah,AR
33.044568 -85.1299409	Riverside,GA
38.9065739 -119.707675	Twelvemile House,NV
40.1917242 -83.6190948	Middletown,OH
37.1041476 -113.5841233	Saint George,UT
37.3209684 -79.9914287	Arrow Wood,VA
39.8936528 -86.3027709	Traders Point,IN
36.5695908 -78.0363823	Joyceville,VA
34.0831547 -84.6518789	Pages Mobile Home Park,GA
43.1681226 -76.5729987	Cato,NY
43.5642356 -72.9726057	Alfrecha,VT
38.5772726 -90.0567733	Signal Hill,IL
33.3804107 -83.275715	Turnwold,GA
36.7148591 -79.1669618	Birch,VA
32.1063146 -81.2520573	Williams,GA
35.7831321 -91.6579173	Sun Valley Addition,AR
47.6957296 -117.1835398	Velox,WA
40.1675386 -92.1726821	Edina,MO
39.0334112 -82.0629199	Thomas Village,OH
40.6896681 -112.062163	Brady Place,UT
28.754439 -81.2814548	Sunland Estates,FL
38.6176213 -77.7008246	Eustaces Corner,VA
41.177279 -80.9867583	South Canal,OH
40.2047196 -94.2638441	Effingham,MO
38.0965217 -77.2719236	Delos,VA
33.0515224 -93.8960127	Kiblah,AR
40.9361751 -79.5253229	Rimer,PA
42.018933 -83.665771	Azalia,MI
35.7917404 -84.5749351	Fairview Acres,TN
40.6621695 -111.8716015	Fischner Phillips Condominium,UT
32.6493 -96.7130521	Hutchins,TX
32.7837469 -94.7549315	Boxwood,TX
40.716752 -76.6299626	Leck Kill,PA
41.4044988 -80.4525691	Maysville,PA
41.5244735 -90.8720908	Pleasant Prairie,IA
36.2828306 -86.7722202	Dalemere,TN
35.1217667 -82.9318047	Toxaway Falls,NC
41.7823007 -75.7015766	Harford,PA
40.1739604 -79.5930953	Rocktown,PA
38.8445571 -77.0163651	Giesboro,DC
42.6606177 -78.0855638	Silver Springs,NY
34.2695756 -81.869557	Mudlick,SC
38.8833956 -84.7816143	Hamilton,KY
36.3052284 -119.2428894	Rector,CA
35.5989603 -86.9552812	Union Grove,TN
30.5654726 -88.3438978	Union Church,AL
34.0587444 -81.8128881	Bleases Crossroads,SC
40.9025867 -76.2085485	Zion Grove,PA
42.8583018 -103.5515919	Joder,NE
36.6104059 -81.0120255	Baywood,VA
44.5372775 -72.0128738	Lyndon Center,VT
36.2675793 -94.4846602	Gentry,AR
45.6510751 -87.7381772	Blom,MI
33.938783 -78.5552886	Thomasboro,NC
38.4022704 -88.6481104	Keenesville,IL
29.3174576 -99.4664354	Sabinal,TX
38.1583499 -99.6420656	Gray,KS
39.1306636 -76.8733071	Lakeview,MD
37.0495934 -78.5708308	Henry,VA
34.7540524 -77.4302415	Jacksonville,NC
39.6698166 -78.0441683	Pecktonville,MD
37.4531008 -92.0115464	Ellsworth,MO
37.5894381 -108.3200841	Stoner,CO
41.1041757 -92.6779707	Pleasant Corner,IA
35.1172965 -84.889945	Dockery,TN
41.4644979 -81.5087322	Beachwood,OH
36.9169689 -104.3713734	Carisbrook,NM
28.5547225 -81.106452	Bithlo,FL
32.964061 -80.1473144	Avenue of Oaks,SC
36.084512 -96.5836317	Oilton,OK
27.8119698 -97.5391606	McNorton,TX
35.7283018 -120.879626	Lake Nacimiento,CA
39.5417738 -76.3630158	Roland Heights,MD
42.0278642 -75.2385042	Kerryville,NY
38.9395115 -84.0202096	Yankeetown,OH
38.5756682 -75.1426842	Fairway Villas,DE
41.9684127 -75.6712956	Hickory Grove,PA
40.7189471 -82.9190734	New Winchester,OH
41.8475579 -79.4806057	Horn Siding,PA
32.9875659 -110.7709387	Winkelman,AZ
44.1310741 -90.4998543	Warrens,WI
33.4306786 -89.154787	Reform,MS
32.9333791 -115.4055405	Curlew,CA
43.3614693 -71.1820101	Lockes Corner,NH
32.5668134 -83.6943509	Sleepy Hollow,GA
32.2318146 -90.1617541	Plain,MS
38.1420757 -76.8674671	Lerty,VA
43.7564735 -69.7747677	Bay Point,ME
39.5150576 -84.3982763	Middletown,OH
37.7198643 -77.0349702	Whitebank,VA
31.0177303 -81.8053873	Tarboro,GA
40.7426019 -73.9837501	Rose Hill,NY
40.2637068 -75.6607416	Glasgow,PA
35.2637515 -80.9417396	White Oak Park,NC
29.4994091 -96.3227432	Matthews,TX
39.0973308 -76.8230276	Town and Country,MD
37.2058153 -113.3943953	Harrisburg,UT
43.8766887 -84.0652689	Nine Mile,MI
34.1477829 -119.1951074	Port Hueneme,CA
35.8028453 -88.7747808	Medina,TN
39.6213889 -86.1997222	Pebble Run ,IN
36.8340367 -77.8258275	Cool Spring,VA
33.4487245 -84.3252011	Hastings,GA
41.8900743 -76.7668991	Berrytown,PA
38.9706674 -76.5782966	South River Manor,MD
40.6670454 -74.8957231	High Bridge,NJ
43.0761082 -89.1995593	Cottage Grove,WI
32.8450498 -116.9319711	Riverview Farms,CA
32.7023517 -86.493866	Pyron,AL
48.6150203 -101.5865506	Grano,ND
30.4763084 -88.3422303	Grand Bay,AL
40.3142768 -74.1890323	Vanderburg,NJ
34.9109784 -80.9981341	Sunrise Acres,SC
26.4636847 -80.116988	Franwood Pines,FL
45.1015099 -122.7481463	Monitor,OR
32.3418058 -86.3360807	Westgate,AL
38.8909451 -77.3483187	Vale,VA
40.4237156 -75.059615	Byram,NJ
41.0429477 -120.8677411	Avila Place,CA
38.671119 -96.9425139	Herington,KS
31.9136888 -111.7992876	Ali Chukson,AZ
40.7793904 -111.8663246	Grand View,UT
40.8100642 -79.5231005	Williamsburg,PA
41.1934278 -74.1843129	Tuxedo Park,NY
29.6752458 -81.7148076	Springside,FL
34.9790084 -82.0192725	Pinnacle Heights,SC
39.4514938 -76.8066427	Suburbia,MD
40.1406655 -74.8468308	Wood,PA
33.4892785 -91.8540202	Beulah,AR
41.0106161 -80.37951	Oakwood,PA
35.2895434 -95.6630441	Carters Corner,OK
32.5418066 -84.916598	North Oaks,GA
31.068801 -83.4898845	Greggs,GA
34.6412668 -80.0475656	Bethesda,SC
48.7012152 -122.941852	Camp Orkila,WA
18.4291138 -66.4140591	Pugnado Afuera,PR
38.7348343 -75.1304605	Aspen Meadows,DE
37.6679165 -79.1266943	Fancy Hill,VA
30.73297 -95.4768869	Harmony,TX
43.8570242 -70.1031057	Freeport,ME
36.2862183 -82.3170819	Buffalo View,TN
40.6913354 -111.9979944	Sunnyvale Heights,UT
28.5141589 -98.0883385	Ray Point,TX
30.4215868 -87.32803	Sand Cut,FL
38.967057 -76.342456	Bay City,MD
47.8776691 -117.5188361	Hazard,WA
39.3883895 -84.5818914	Columbia Heights,OH
39.5467679 -77.0235929	Chapel Heights,MD
33.5843334 -79.5150608	Snow Town,SC
38.2599156 -122.2710838	Shipyard Acres,CA
35.3584111 -85.8313667	Elkhead,TN
37.1709174 -84.2966026	Billows,KY
38.0890079 -80.3075745	Jacox,WV
39.2828843 -76.7252494	Mount DeSales,MD
41.3686579 -85.7813789	Musquabuck Park,IN
39.2393351 -121.5771897	Tambo,CA
38.9144917 -90.0859399	Forest Homes,IL
38.9695545 -77.3860976	Herndon,VA
37.3603283 -86.418868	Windyville,KY
36.6047727 -87.8375217	Bumpus Mills,TN
37.0762003 -83.64686	Plank,KY
30.8382472 -91.9637283	Bayou Jack,LA
34.1737218 -94.018527	Euclid,AR
29.3482905 -95.0160368	Hitchcock,TX
47.6035847 -110.2657587	Geraldine,MT
25.8673037 -97.4302581	Angel Haven Colonia,TX
36.8467645 -82.7090483	Cracker Neck,VA
41.2464423 -83.2357552	Bettsville,OH
36.4631465 -83.1435044	Lee Valley,TN
34.7703738 -82.9984838	Fernwood Acres,SC
39.2927877 -94.0182767	Saint Cloud,MO
39.1011811 -82.8140607	Linn,OH
35.6376395 -80.4581151	Rowan Terrace,NC
38.3960229 -120.6435413	Pine Acres,CA
35.9484871 -78.0160982	Batchelor Crossroads,NC
26.3322919 -98.1833441	Alvacan Colonia,TX
40.6130903 -88.7470103	Pleasant Hill,IL
38.3675934 -81.8509633	Riverlake,WV
18.4360572 -66.045999	Las Palmas,PR
32.7844934 -117.2394809	Riviera Shores,CA
34.2348193 -86.7655548	Pleasant View,AL
37.4570893 -78.6847314	Sliders,VA
43.9828504 -70.517002	Pike Corner,ME
43.4931405 -70.3875496	Kinney Shores,ME
39.6572697 -89.3895338	Edinburg,IL
37.5618133 -78.4894473	Allenslevel,VA
41.9073217 -71.403668	Lonsdale,RI
48.6338707 -112.5336729	Sundance,MT
35.091239 -81.6325964	Stuart Heights,SC
32.292922 -85.6921733	Cotton Valley,AL
31.9829253 -98.0336454	Hico,TX
39.9380556 -105.0752778	Broomfield Heights,CO
38.8698352 -75.4229746	Lincoln,DE
30.4040814 -90.7392615	Frost,LA
42.5889254 -84.6516481	Kingsland,MI
40.9598206 -73.8412452	Colonial Heights,NY
42.1945759 -122.7094767	Ashland,OR
44.6214506 -70.5800669	Frye,ME
33.620387 -84.2704775	Rolling Meadows,GA
38.6753903 -75.221576	Hollymount,DE
43.7105197 -92.2634984	Wykoff Mobile Home Park I,MN
40.9761717 -78.6658616	Irishtown,PA
46.1768038 -118.3827481	Hadley,WA
40.8181427 -76.3663375	Wilburton Number Two,PA
35.4536846 -86.7722215	Needmore,TN
47.7648912 -90.2756578	Croftville,MN
39.9426157 -74.5440427	Country Lake Estates,NJ
36.6761728 -93.3385179	Notch,MO
36.2562005 -83.4179539	Lake Forest Estates,TN
39.583439 -76.4952429	Furnace,MD
35.8853588 -94.1685381	Woolsey,AR
39.0128465 -83.5079722	May Hill,OH
41.7178544 -75.8721396	Parkvale,PA
44.1719029 -94.9947119	Dotson,MN
33.3779336 -81.0070403	Cope,SC
46.6084768 -118.3244168	Davin,WA
39.690389 -75.8760518	Providence,MD
35.0620344 -89.4039631	Moscow,TN
35.0889797 -89.9648118	Bellevue,TN
33.5072638 -112.2145981	Indian Springs,AZ
40.0695554 -74.9679464	Cornwell,PA
38.0843038 -78.5025123	Ivy Ridge,VA
30.6946297 -91.3573337	Waterloo,LA
32.5184682 -98.0458732	Lipan,TX
39.8889403 -84.5410628	West Sonora,OH
41.2278721 -73.9140267	Oscawana,NY
40.9575982 -74.6915515	Roseville,NJ
42.097297 -76.0263119	Twin Orchard,NY
35.5881335 -91.9279242	Ida,AR
32.046739 -112.0579071	Vainom Kug,AZ
30.014645 -91.1551028	Bayou Corne,LA
42.237595 -71.5620094	Woodville,MA
41.0010992 -94.8960911	Dickieville,IA
30.1946555 -94.1929612	Loeb,TX
40.5533786 -85.1499705	Fiat,IN
30.2365943 -93.3773783	Sulphur,LA
45.6313488 -88.3534528	Goodman,WI
31.7373038 -112.0242912	San Rafael,AZ
39.9746801 -110.9571065	Three Forks,UT
32.6326345 -97.074175	Webb,TX
32.2137484 -98.6706106	Gorman,TX
37.3209693 -79.9247611	Meadowview,VA
38.7615029 -78.7114073	Mount Clifton,VA
40.1820215 -78.8541893	Hillsboro,PA
47.1196494 -88.5115109	Dollar Bay,MI
42.9289127 -85.9622636	North Blendon,MI
32.3037566 -89.3608984	Buckleytown,MS
42.2206497 -71.7597925	Dorothy Pond,MA
36.3303411 -90.027871	White Oak,MO
33.9682103 -80.4948063	General Sumter Estates,SC
39.7111118 -96.6475171	Bestwall,KS
40.340939 -75.124894	Dyerstown,PA
32.9448603 -93.4501725	Bunker,LA
35.4820196 -85.8649816	Hubbards Cove,TN
36.5112498 -79.5666944	Mayfield,NC
33.6369852 -111.9926474	Rancho Santa Fe,AZ
37.6417509 -83.8646429	Shade,KY
31.0904597 -85.1540975	Harmon,AL
39.234787 -83.4882504	Stringtown,OH
42.2503358 -79.636713	Lombard,NY
41.1325632 -78.9880902	Emerickville,PA
30.2041226 -82.42873	Olustee,FL
39.1612035 -80.3520335	Lost Creek,WV
42.6317283 -78.2522354	Smiths Corner,NY
33.6378919 -83.8526822	Essex Village,GA
33.5709466 -83.9612985	Oak Forest Mobile Home Park,GA
45.7236694 -68.1422413	Reed,ME
34.2871133 -78.1461072	Maco,NC
35.6203733 -95.0760681	Aqua Park,OK
35.836476 -83.7379515	Knob Creek,TN
40.0390003 -74.8912772	Charleston,NJ
38.0509696 -78.923913	Oak Hill,VA
39.6302638 -106.4147519	West Vail,CO
39.529608 -123.7589043	Inglenook,CA
37.0158783 -87.0366645	Deer Lick,KY
37.595096 -82.9473876	Arthurmabel,KY
46.4488483 -95.988943	Edwards,MN
38.8123369 -76.6769094	Fox Chapel,MD
39.1703862 -76.6146883	Timberline,MD
40.604819 -75.5329624	Parkside Courts,PA
37.8903905 -81.1823243	Kilsyth,WV
44.1459603 -122.5697929	Vida,OR
42.228635 -88.0989675	Lakewood Estates,IL
34.8667843 -82.3415078	Timberlake,SC
38.8242813 -77.7108261	Beverley Mill,VA
40.7905951 -91.0754221	Carthage Lake,IL
32.6268484 -80.2128754	Oakgrove,SC
32.987347 -91.0759398	Addie,MS
41.1022728 -84.0930002	Elm Center,OH
38.7667803 -75.6107605	Cocked Hat,DE
37.4127086 -118.5426178	Alta Vista,CA
40.745656 -73.5601266	Salisbury,NY
35.4434184 -83.9368475	Tapoco,NC
39.1281624 -79.0814215	Lahmansville,WV
40.6998191 -75.417126	Lerchs,PA
32.5515733 -80.9462189	Bashan,SC
41.7389829 -73.5620704	Bains Corner,NY
26.2714619 -97.8258298	Tierra Bonita,TX
38.2550283 -92.9357499	Proctor,MO
44.3255424 -88.3745497	Apple Creek,WI
41.4828144 -87.3328139	Merrillville,IN
38.3053322 -90.3765086	Bushburg,MO
42.4519788 -83.6960516	Rushton,MI
42.1564581 -77.7955509	Andover,NY
32.7012518 -92.3529189	Moselys Bluff,LA
26.0800784 -97.2538639	Laguna Heights,TX
34.3303704 -86.3222047	Lakeview,AL
44.0361669 -73.4181793	Chimney Point,VT
35.9984925 -76.9460641	Windsor,NC
44.7421866 -90.1634651	McMillan,WI
38.751228 -77.8149937	Fletcherville,VA
38.9590012 -76.5349615	Bywater Estates,MD
41.1889431 -82.7249041	Pontiac,OH
34.9064783 -91.7734699	Waterproof,AR
33.4656926 -82.0578954	Valley Park,GA
39.0812195 -77.1274794	Silver Rock,MD
38.4601264 -77.7280469	Sumerduck,VA
32.6540311 -84.1776917	Fickling Mill,GA
42.8350768 -73.8437331	Groom Corners,NY
39.2662186 -76.5430195	Colgate Creek,MD
33.5917715 -85.8971885	Knoxville,AL
38.6542811 -75.5885373	Beaver Dam Heights,DE
32.3865439 -93.5960095	Taylortown,LA
32.775732 -80.1725962	Berry Hill,SC
38.3456737 -75.5671457	Highland Park,MD
33.4717883 -88.8008865	Country Hills,MS
36.7578948 -81.4703906	Slabtown,VA
32.3673605 -86.3994161	Grovewood,AL
40.4370506 -74.402928	Orchard Heights,NJ
38.3356803 -76.5113431	Scotch Point,MD
40.7967601 -75.6737994	West Bowmans,PA
35.8231304 -90.4926064	Bowman,AR
35.2779178 -80.9503511	Deerwood,NC
37.5161356 -100.7268254	Tice,KS
46.6787631 -117.9157735	Hay,WA
33.7364952 -87.1275002	Samoset,AL
38.367346 -76.4385623	Carol Court,MD
40.6563359 -111.9621597	Taylor Lane,UT
39.0181022 -86.7933369	Tanner,IN
46.5232685 -87.8981901	Clowry,MI
27.9505741 -97.5822172	Odem,TX
34.0483474 -117.2611527	Loma Linda,CA
30.1393669 -91.7426142	Bankers,LA
38.8559457 -77.1163679	Parkglen,VA
43.4702776 -87.8956454	Holy Cross,WI
31.2707365 -95.6091167	Porter Springs,TX
34.0109855 -81.1053724	Saluda Hills,SC
34.6112044 -92.3195963	Landmark,AR
29.9140939 -91.7848393	Boudreaux,LA
36.2542421 -94.0346447	Hickory Creek,AR
43.8042356 -75.3615719	Petries Corners,NY
38.644562 -76.9874745	Bolton,MD
40.6467333 -78.945308	Kenwood,PA
42.1686061 -92.0235139	Vinton,IA
44.5402445 -89.6776208	Mill Creek Community,WI
33.7091847 -117.9536697	Fountain Valley,CA
44.1331146 -72.9823393	Downingville,VT
37.5312583 -77.5577654	Grand Summit,VA
33.8423111 -103.7719053	Kenna,NM
38.0295775 -76.8621863	Ramey Fork,VA
41.6066546 -94.1249566	Kennedy,IA
41.6517049 -87.007532	Furnessville,IN
34.7595362 -92.4009881	Woodland Hills,AR
41.202318 -73.5101236	Vista,NY
32.7115672 -79.9414784	Seaside,SC
33.5923153 -102.3024003	Opdyke West,TX
38.9737213 -77.2533146	Peacock,VA
42.4367305 -78.308348	Fairview,NY
40.6672862 -78.4275178	Bear Loop,PA
42.5853521 -75.3348942	Sages Crossing,NY
39.4422569 -88.4208822	Wabash Point,IL
26.3172926 -98.0852847	Rambo Estates Colonia,TX
32.3739961 -102.2515426	Sixteen Corner Windmill,TX
37.6069908 -91.126798	Buick,MO
38.6978911 -75.374639	Greenlea Acres,DE
42.0083328 -91.6440683	Cedar Rapids,IA
39.2286769 -83.1321282	Pleasant Grove,OH
40.1203223 -85.4424722	Progress,IN
39.8306394 -78.7705749	Williams,PA
43.0519434 -89.0756675	Deerfield,WI
36.3618047 -80.3164417	Capella,NC
32.769558 -104.3888512	Atoka,NM
37.9369974 -86.9022146	Lewisport,KY
36.1748523 -81.3784286	Maple Springs,NC
34.7031468 -86.7377759	Clift Acres,AL
44.5645659 -123.2620435	Corvallis,OR
40.4273254 -75.2562867	Weisel,PA
38.7834311 -80.6409277	Rollyson,WV
34.4962176 -82.629577	Toxaway,SC
41.1725529 -83.5563186	Bloomdale,OH
35.5789583 -96.6797396	Arlington,OK
41.6778861 -70.4741936	Wakeby,MA
47.3541216 -95.0811236	Becida,MN
30.3974309 -96.6533068	Frenstat,TX
32.7820543 -100.2039923	McCaulley,TX
37.2859293 -83.1376702	Grigsby,KY
39.9278416 -82.510991	Hollywood by the Lake,OH
30.2035419 -93.8662819	Mauriceville,TX
29.7960529 -93.1112612	Creole,LA
39.6908926 -84.1341041	Oakdale,OH
47.4390728 -116.7451771	Lacon,ID
38.6537299 -77.4910983	Locust Hill,VA
33.8936261 -117.7272766	Chino Hills,CA
40.9150592 -80.745633	Island,OH
32.6873648 -83.6187938	Richardson Estates,GA
39.885541 -104.9872026	Northglenn,CO
40.5175281 -92.5763013	Glenwood,MO
41.961416 -88.4267466	Hedgerow,IL
26.2214621 -98.0863957	Arriaga Colonia,TX
42.8264604 -75.2343301	Lloydsville,NY
30.8599028 -91.3687236	Beachwood,LA
18.1257962 -65.519604	Mosquito,PR
38.8628239 -87.2255694	Westphalia,IN
35.5903503 -87.1022292	Pleasant Hills,TN
40.0672629 -86.4688899	Brendan Wood,IN
41.6156544 -72.7856534	Turkey Hill,CT
38.0787484 -78.4941787	Birnam Wood,VA
36.5556575 -82.4679253	Orebank,TN
43.1808271 -89.1870581	Burgess Corners,WI
34.0926009 -84.0224079	Frontier Forest,GA
42.7538727 -91.5809813	Thomasville,IA
38.7830493 -104.7944176	Stratmoor Hills,CO
31.8579877 -81.5959454	Olmstead,GA
37.0245003 -88.2997557	Gilbertsville,KY
26.0722995 -97.4452608	Shoemaker Acres Colonia,TX
40.8175626 -78.6319707	Thompsontown,PA
35.1036837 -85.1749547	Logan Heights,TN
46.9759495 -121.1617514	American River,WA
44.059515 -70.6831172	Plummer Landing,ME
48.2288041 -116.7029712	Wrencoe,ID
40.0236848 -80.3875661	East Finley,PA
39.1337814 -121.9419153	Sycamore,CA
31.8570995 -85.9996746	North Ridge Mobile Home Park,AL
38.7553259 -89.0953417	Patoka,IL
41.0892032 -90.6381918	Norwood,IL
33.4153255 -111.6579135	East Mesa,AZ
18.471334 -66.703786	La Marina,PR
47.7587944 -116.7568579	Hayden Lake,ID
42.1341667 -87.8477778	Marlen Subdivision,IL
30.7274112 -86.0713282	Koerber,FL
43.3002794 -88.4392651	Saylesville,WI
31.2562831 -86.5846812	Beck,AL
40.3611475 -87.5114069	Pence,IN
40.0874759 -108.8048292	Rangely,CO
31.7610027 -92.3845843	Georgetown,LA
42.461753 -72.8939848	Cummington,MA
39.6417704 -76.7780307	Beckleysville,MD
34.9575883 -92.290985	Gentry Corner,AR
42.1380813 -88.0586859	Baldwin,IL
39.9248216 -76.6485782	Relay,PA
39.8531699 -74.9093316	Union Mills,NJ
26.5692364 -80.0447635	Manalapan,FL
40.8050936 -75.6018533	Palmerton East,PA
31.4307357 -95.306054	Belott,TX
41.8389722 -75.4724034	Wrighter Corner,PA
39.2903507 -82.1598682	Marydale,OH
32.5162513 -90.7853799	Haynes Bluff,MS
36.4664493 -90.6578929	Palatka,AR
39.7865016 -75.5432564	Fairfax,DE
33.109506 -111.1498394	Cochran,AZ
42.7814792 -71.0761685	Highlands,MA
43.1802717 -89.1798357	City View Heights,WI
39.9308739 -85.8297015	Eastgate,IN
42.0089865 -71.8086816	East Thompson,CT
35.027305 -87.1677917	Marbuts,TN
32.9887417 -89.4853507	Smyrna,MS
43.2483633 -84.5433296	North Star,MI
37.732343 -80.6292456	Palestine,WV
30.5871327 -91.3262212	Walls,LA
40.0369285 -104.9547003	Saint Vrains,CO
36.7956142 -92.0754322	Siloam Springs,MO
38.71456 -76.9635852	Clinton Hills,MD
45.6957618 -111.3599604	Vincent,MT
40.7825914 -75.8635307	Hoppers Mill,PA
